Address,Price,Property Type,Bedrooms,Bathrooms,Size
52 Lymington Road,"£1,295,000",Apartment,3.0,2.0,"1,283 sq ft"
"Abercorn Mews, Richmond, TW10","£1,295,000",End of Terrace,2.0,2.0,Ask agent
"John Adam Street, Covent Garden, WC2N","£1,295,000",Apartment,2.0,2.0,Ask agent
"Rutland Gate, Knightsbridge SW7","£1,295,000",Apartment,2.0,1.0,659 sq ft
"Coleherne Court, The Little Boltons, Earls Court, London, SW5","£1,295,000",Flat,3.0,2.0,"1,236 sq ft"
"One Thames Quay, Canary Wharf, E14","£1,291,500",Apartment,3.0,2.0,"1,053 sq ft"
"Wrottesley Road, Kensal Rise (Borders)","£1,290,000",End of Terrace,4.0,1.0,"1,529 sq ft"
"Belgravia House, Dickens Yard, Longfield Avenue","£1,290,000",Apartment,3.0,2.0,"1,281 sq ft"
"Provost Street, London, N1","£1,290,000",Penthouse,3.0,2.0,"1,261 sq ft"
"Drayton Court, Drayton Gardens, Chelsea, London, SW10","£1,290,000",Apartment,2.0,2.0,998 sq ft
"Atheldene Road,
London,
SW18 3BW","£1,290,000",Town House,4.0,2.0,"1,411 sq ft"
"Lots Road, Chelsea, London","£1,290,000",Flat,2.0,2.0,861 sq ft
"Regents Park, London NW8","£1,290,000",Apartment,3.0,2.0,"1,018 sq ft"
"Avenue Mansions, Finchley Road, Hampstead, London NW3","£1,290,000",Flat,4.0,2.0,Ask agent
"St James Close, Prince Albert Road, St John's Wood, London, NW8","£1,290,000",Apartment,3.0,2.0,"1,018 sq ft"
"Damac Tower, Nine Elms, London","£1,290,000",Apartment,2.0,2.0,950 sq ft
"Highview Road, Ealing","£1,200,000",House,4.0,2.0,Ask agent
"Sutherland Grove, London, SW18","£1,285,000",Semi-Detached,4.0,2.0,"1,360 sq ft"
"Hollywood Road, West Brompton","£1,285,000",Flat,3.0,2.0,Ask agent
"Springfield Drive, London, SW17","£1,285,000",Detached,3.0,2.0,"1,238 sq ft"
"Principal Tower,  Shoreditch","£1,280,000",Apartment,1.0,1.0,519 sq ft
"Coe House, 
4 Warwick Lane, W14","£1,280,000",Flat,1.0,1.0,Ask agent
Park Road,"£1,280,000",Ground Flat,2.0,1.0,717 sq ft
"Marsham Street, Westminster, London","£1,280,000",Flat,2.0,2.0,Ask agent
"One Park Drive, Canary Wharf, London, E14","£1,280,000",Apartment,2.0,2.0,Ask agent
"Parkside Collection, 348 Queenstown Road, London, SW11","£1,280,000",Apartment,2.0,2.0,"1,322 sq ft"
"Lockgate Road, London, SW6","£1,280,000",Flat,2.0,2.0,844 sq ft
"Parkside Apartments, White City Living","£1,280,000",Apartment,2.0,2.0,999 sq ft
"Worship Street, London, EC2A 2BA","£1,280,000",Apartment,1.0,,Ask agent
"300 Stepney Way, London, E1","£1,280,000",Block of Apartments,,,"3,378 sq ft"
"Siena House, 250 City Road, London, EC1V","£1,280,000",Flat,2.0,2.0,807 sq ft
"The Quadrangle, Hyde Park Estate, London, W2","£1,280,000",Flat,3.0,2.0,"1,307 sq ft"
"Worship Street, London, EC2A 2","£1,280,000",Apartment,1.0,1.0,519 sq ft
"Park Road, London, NW1","£1,280,000",Apartment,2.0,1.0,717 sq ft
"Saffron Wharf, London Dock, London, E1W","£1,280,000",Flat,2.0,2.0,850 sq ft
"Principal Place, Worship Street, London","£1,280,000",Flat,1.0,1.0,519 sq ft
"Bush Hill Road, LONDON, London, N21","£1,280,000",Detached,4.0,2.0,Ask agent
"Skyline House, Dickens Yard, London, W5","£1,280,000",Flat,3.0,2.0,Ask agent
"Marsham Street, London","£1,280,000",Apartment,2.0,2.0,"1,168 sq ft"
"Parkside Apartments, Cascade Way, London, W12","£1,278,000",Flat,2.0,2.0,846 sq ft
"Emery Way, London, E1W","£1,276,503",Apartment,2.0,2.0,958 sq ft
"Grand Drive, Raynes Park","£1,275,000",End of Terrace,4.0,3.0,Ask agent
"Pembroke Road, London","£1,275,000",Apartment,3.0,2.0,"1,024 sq ft"
"10 Park Drive, Canary Wharf, London, E14","£1,275,000",Apartment,2.0,2.0,926 sq ft
"Queens Gate Terrace, South Kensington, London, SW7","£1,275,000",Flat,3.0,2.0,"1,147 sq ft"
"Briarwood Road, Clapham","£1,275,000",Terraced,5.0,2.0,Ask agent
"Stratford Road, London, W8","£1,275,000",Apartment,2.0,2.0,990 sq ft
"Glengarry Road,  East Dulwich, SE22","£1,275,000",Terraced,5.0,2.0,Ask agent
"Mentmore Terrace, E8","£1,275,000",House,4.0,2.0,"1,511 sq ft"
"Corrance Road, SW2","£1,275,000",House,4.0,2.0,"1,890 sq ft"
Merchant Square East,"£1,275,000",Apartment,2.0,2.0,"1,023 sq ft"
"Theresa Road, Hammersmith","£1,275,000",House,2.0,1.0,Ask agent
"Inkerman Road, London, NW5","£1,275,000",End of Terrace,3.0,2.0,"1,072 sq ft"
"Lamb Lane, London Fields, London, E8","£1,275,000",Terraced,3.0,3.0,"1,260 sq ft"
"Battersea Church Road, London, SW11","£1,275,000",Terraced,3.0,2.0,"1,263 sq ft"
"Lamb Lane, London Fields, London, E8","£1,275,000",Terraced,3.0,3.0,"1,334 sq ft"
"Rectory Gardens, London, N8","£1,275,000",House,4.0,2.0,Ask agent
"Brayburne Avenue, London, SW4","£1,275,000",Terraced,4.0,2.0,"1,670 sq ft"
"Coolhurst Road, N8","£1,275,000",Flat,3.0,2.0,Ask agent
"Victoria Street, Westminster, SW1H","£1,275,000",Apartment,1.0,1.0,840 sq ft
"Ambassador Building, Embassy Gardens","£1,275,000",Apartment,2.0,2.0,952 sq ft
"Goodluck Hope, 
Orchard Place, E14","£1,275,000",Terraced,3.0,3.0,"1,195 sq ft"
"Rosemary Street, London","£1,275,000",Terraced,3.0,2.0,Ask agent
"Theresa Road, Hammersmith","£1,275,000",Cottage,3.0,1.0,Ask agent
"Ullswater Crescent, London, SW15","£1,275,000",Semi-Detached,5.0,3.0,Ask agent
"Distillery Wharf, Fulham Reach, London","£1,275,000",Apartment,2.0,2.0,870 sq ft
"Papermill Wharf, Narrow Street, London, E14","£1,275,000",Apartment,3.0,2.0,"1,589 sq ft"
"Regent House, Windsor Way, London, W14","£1,275,000",Apartment,3.0,2.0,"1,288 sq ft"
"Eton Garages, Belsize Park, London, NW3","£1,275,000",Maisonette,2.0,1.0,"1,174 sq ft"
"Chelsea Towers, Chelsea Manor Gardens, London, SW3","£1,275,000",Apartment,2.0,2.0,853 sq ft
"Aspen, 50 Marsh Wall, London, E14","£1,275,000",Apartment,3.0,2.0,"1,022 sq ft"
"Bramah House, Grosvenor Waterside, Gatliff Road, Sloane Square","£1,275,000",Apartment,3.0,2.0,Ask agent
"Electric Boulevard, Nine Elms, SW11","£1,270,000",Apartment,2.0,2.0,Ask agent
"The Beaumont, NW11","£1,270,000",Apartment,3.0,2.0,"1,216 sq ft"
"Saffron Gardens, London Dock, Arrival Square, Wapping, E1W","£1,270,000",Apartment,2.0,2.0,925 sq ft
"Oakley House, 10 Electric Boulevard, SW11","£1,270,000",Apartment,2.0,2.0,861 sq ft
"Chelsea Waterfront, Lotts Road, SW10","£1,265,000",Flat,1.0,,"561-4,787 sq ft"
"Powis Square, Notting Hill, W11","£1,265,000",Maisonette,2.0,2.0,950 sq ft
"Nine Elms, London, SW2 1GQ","£1,262,000",Apartment,2.0,2.0,931 sq ft
"The Heron,  Moor Lane, London","£1,260,000",Flat,2.0,2.0,Ask agent
"Embassy Gardens, Nine Elms, London, SW11","£1,260,000",Flat,2.0,2.0,966 sq ft
"Merchant Square East, London, W2","£1,260,000",Flat,3.0,2.0,"1,067 sq ft"
"Thames City, Nine Elms, London SW8","£1,258,000",Apartment,2.0,2.0,876 sq ft
"Bridgeman House, Radnor Terrace, London W14","£1,255,000",Apartment,2.0,3.0,Ask agent
"1 Viaduct Gardens, London, SW11","£1,252,500",Apartment,2.0,2.0,772 sq ft
"Palace Court, London, W2","£1,250,000",Flat,2.0,2.0,"1,154 sq ft"
"179 Hornsey Road, London, N7","£1,250,000",House,,,Ask agent
"Fisherton Street, London, NW8","£1,250,000",Apartment,3.0,2.0,"1,110 sq ft"
"Kennedy Building, Lexington Gardens","£1,250,000",Apartment,3.0,2.0,"1,052 sq ft"
"Holland Park, London, W11","£1,250,000",Flat,2.0,1.0,708 sq ft
"St George Wharf, Vauxhall, London, SW8","£1,250,000",Flat,2.0,2.0,"1,398 sq ft"
"Redmore Road, Hammersmith","£1,250,000",Terraced,2.0,1.0,Ask agent
"Gosfield Street, London","£1,250,000",Apartment,2.0,2.0,Ask agent
Park Street,"£1,250,000",Apartment,2.0,2.0,981 sq ft
"Martha's Buildings, London EC1","£1,250,000",Flat,2.0,2.0,"1,391 sq ft"
"Cornwall Gardens, LONDON, SW7","£1,250,000",Flat,3.0,3.0,"1,349 sq ft"
"Lexham Gardens, Kensington","£1,250,000",Flat,2.0,2.0,Ask agent
"Onslow Gardens, South Kensington, London, SW7","£1,250,000",Apartment,2.0,2.0,777 sq ft
"Salusbury Road, Queen's Park","£1,250,000",Flat,3.0,2.0,Ask agent
"Rigeley Mews, London, NW10","£1,250,000",Terraced,5.0,4.0,Ask agent
"Pepper Street, 
Millwall, E14","£1,250,000",End of Terrace,2.0,2.0,"1,805 sq ft"
"Draycott Place, London, SW3","£1,250,000",Flat,1.0,1.0,578 sq ft
"133-137 Fetter Lane, Holborn, EC4A 1BF","£1,250,000",Apartment,2.0,2.0,912 sq ft
"Carden Road, Peckham","£1,250,000",Semi-Detached,4.0,1.0,Ask agent
"Courtfield Gardens, London","£1,250,000",Flat,2.0,2.0,Ask agent
"Eardley Crescent, SW5","£1,250,000",Apartment,3.0,1.0,Ask agent
"Richmond Road, Ealing","£1,250,000",Terraced,5.0,3.0,Ask agent
"One Park Drive, London, E14","£1,250,000",Apartment,2.0,2.0,"1,066 sq ft"
"New Cross Road, London","£1,250,000",Terraced,6.0,1.0,Ask agent
"City Road, Angel, London, EC1V","£1,250,000",Semi-Detached,3.0,2.0,"1,259 sq ft"
"Crescent Rise, London","£1,250,000",Terraced,4.0,2.0,Ask agent
"Oxford Road, Ealing, W5","£1,250,000",Detached,4.0,2.0,Ask agent
"Churton Street, London, SW1V","£1,250,000",House,3.0,1.0,"1,313 sq ft"
"Eton Garages, Belsize Park, London, NW3","£1,250,000",Flat,3.0,2.0,"1,124 sq ft"
"Regina Road, London","£1,200,000",Semi-Detached,4.0,1.0,Ask agent
"Southbank Tower 55 Upper Ground, London, SE1","£1,250,000",Apartment,2.0,1.0,819 sq ft
"Prebend Mansions, 
Chiswick High Road, W4","£1,250,000",Flat,3.0,2.0,Ask agent
"13 Talbot Square, London, W2","£1,250,000",Maisonette,2.0,3.0,Ask agent
"Colworth road, Upper Leytonstone","£1,250,000",Terraced,5.0,2.0,Ask agent
"Cromwell Crescent, London, SW5","£1,250,000",Flat,2.0,1.0,945 sq ft
"Exchange Gardens, London","£1,250,000",Flat,2.0,2.0,Ask agent
"Brompton Square, London","£1,250,000",Flat,2.0,2.0,985 sq ft
"Charrington Tower, 11 Biscayne Avenue, Canary Wharf, London, E14","£1,250,000",Apartment,3.0,2.0,"1,374 sq ft"
"York Road, Ealing, W5","£1,250,000",Terraced,4.0,3.0,Ask agent
"Hans Crescent, London, SW1X","£1,250,000",Flat,2.0,2.0,946 sq ft
"Bracklyn Street, 
Hoxton, N1","£1,250,000",Flat,3.0,3.0,Ask agent
"Farringdon Road, London, EC1M","£1,250,000",Flat,3.0,3.0,"1,315 sq ft"
"Craven Gardens, Wimbledon, London, SW19","£1,250,000",Semi-Detached,4.0,2.0,Ask agent
"Peel Terrace East Dulwich, London, SE22","£1,250,000",Terraced,4.0,3.0,Ask agent
"City Road, Islington","£1,250,000",Flat,3.0,2.0,Ask agent
"179 Chatsworth Rd, Lower Clapton, London E5 0LA","£1,250,000",End of Terrace,5.0,,Ask agent
"Stoke Newington High Street,, Stoke Newington, London, N16","£1,250,000",Detached,3.0,2.0,"1,515 sq ft"
"Winslade Road, London, SW2","£1,250,000",Terraced,4.0,2.0,"1,880 sq ft"
Hans Place Knightsbridge SW1X,"£1,250,000",Apartment,1.0,1.0,Ask agent
"Red Lion Street, London, WC1R","£1,250,000",Penthouse,1.0,1.0,"1,070 sq ft"
"Station Road, Wood Green, N22","£1,250,000",House,3.0,3.0,"1,262 sq ft"
"Dagmar Terrace, Islington, London, N1","£1,250,000",Terraced,3.0,1.0,"1,182 sq ft"
"Park Lane, W1K","£1,250,000",Apartment,1.0,1.0,593 sq ft
"North End, London, NW3","£1,250,000",Apartment,2.0,2.0,"1,047 sq ft"
"Provost Street, Hoxton, London, N1","£1,250,000",Apartment,2.0,2.0,"1,287 sq ft"
"Earlsfield Road, London, SW18","£1,250,000",Flat,4.0,2.0,"1,000-1,200 sq ft"
"Burdett Mews, Notting Hill, London, W2","£1,250,000",Mews,2.0,3.0,887 sq ft
"Luxborough Street, London, W1U","£1,250,000",Apartment,2.0,1.0,805 sq ft
"Darwin Court, Gloucester Avenue, Primrose Hill, NW1","£1,250,000",Flat,2.0,2.0,Ask agent
"Wilshire House, Prospect Way, SW11","£1,250,000",Apartment,2.0,2.0,Ask agent
"Arbery Road, Bow, London, E3","£1,250,000",House,4.0,2.0,"1,652 sq ft"
"St. Hildas Close, Brondesbury Park","£1,250,000",House,4.0,2.0,Ask agent
"Vyner Road, Acton, London, W3","£1,250,000",House,4.0,1.0,"1,489 sq ft"
"Foscote Road, Hendon, NW4","£1,250,000",Detached,4.0,2.0,Ask agent
"Great Titchfield Street, Fitzrovia, W1","£1,250,000",Apartment,2.0,1.0,Ask agent
"Chesterton Road, London, W10","£1,250,000",Apartment,1.0,1.0,869 sq ft
"15 Portman Square, Marylebone, London W1H","£1,250,000",Flat,1.0,1.0,663 sq ft
"Fairmead Road, Tufnell Park","£1,250,000",Flat,3.0,1.0,Ask agent
"Talma Gardens, Twickenham","£1,250,000",Semi-Detached,4.0,3.0,"1,861 sq ft"
"Oswin Street, Elephant & Castle","£1,250,000",Town House,5.0,3.0,Ask agent
"Legacy Building, Embassy Gardens, Nine Elms, London SW11","£1,250,000",Apartment,2.0,2.0,956 sq ft
"Rowland Hill Street,
Hampstead,
London,
NW3","£1,250,000",Apartment,2.0,2.0,958 sq ft
"Capital Building, 8 New Union Square, London, SW11","£1,250,000",Flat,2.0,2.0,"1,034 sq ft"
"Vine Yard, Borough, London, SE1","£1,250,000",Flat,2.0,2.0,"1,865 sq ft"
"The Avenue, 
Queens Park, NW6","£1,250,000",Flat,4.0,3.0,Ask agent
"Tallow Road, The Island, Brentford","£1,250,000",Terraced,4.0,2.0,"2,100 sq ft"
"The Westmont, White City Living, London, W12","£1,250,000",Flat,2.0,2.0,832 sq ft
"Vyner Road, London, W3","£1,250,000",Semi-Detached,4.0,2.0,Ask agent
"Beaufort Street, London, SW3","£1,250,000",Flat,3.0,1.0,"1,029 sq ft"
"Onslow Gardens, South Woodford, London, E18","£1,250,000",Semi-Detached,4.0,2.0,"1,882 sq ft"
"The Jacquard, Silk District, London, E1","£1,250,000",Apartment,2.0,2.0,"1,633 sq ft"
"Riverside Quarter, Wandsworth, SW18","£1,250,000",Apartment,2.0,2.0,"1,194 sq ft"
"Gloucester Terrace, Bayswater, London, W2","£1,250,000",Flat,3.0,2.0,"1,495 sq ft"
"Whitton Road, Twickenham","£1,250,000",Semi-Detached,4.0,2.0,"1,504 sq ft"
"Sophora House, Queenstown Road, Chelsea, London, SW11","£1,250,000",Apartment,2.0,2.0,"1,222 sq ft"
"Watery Lane, Wimbledon","£1,250,000",Semi-Detached,4.0,2.0,Ask agent
"Whistler Street, 
Highbury Fields, N5","£1,250,000",Terraced,4.0,2.0,989 sq ft
"Bradmore Park Road, Hammersmith","£1,250,000",House,3.0,1.0,Ask agent
"Crystal Palace Road, London, SE22","£1,250,000",Terraced,4.0,2.0,"1,542 sq ft"
"Westwood House, Chelsea, SW6","£1,250,000",Apartment,2.0,2.0,864 sq ft
"Rodney Street, London, N1","£1,250,000",Apartment,2.0,2.0,928 sq ft
"Belgravia House, Ealing Broadway, London, W5","£1,250,000",Flat,3.0,2.0,"1,374 sq ft"
"Thornbury Court, 36-38 Chepstow Villas, Notting Hill, London, W11","£1,250,000",Apartment,2.0,2.0,762 sq ft
"Myers Court, Elms Road, London, SW4","£1,250,000",Flat,3.0,3.0,"1,310 sq ft"
"Great Russell Street, Bloomsbury, London, WC1B","£1,250,000",Flat,3.0,1.0,"1,137 sq ft"
"Cadence, 4 Lewis Cubitt Walk, London, N1C","£1,250,000",Apartment,2.0,1.0,813 sq ft
"Bassett Road, North Kensington, W10","£1,250,000",Apartment,2.0,1.0,"1,182 sq ft"
"Howard Building, Chelsea Bridge Wharf, Battersea Park, London, SW11","£1,250,000",Flat,2.0,2.0,982 sq ft
"Westgate Terrace, Chelsea, London, SW10","£1,250,000",Maisonette,3.0,2.0,"1,296 sq ft"
"Tudor House, Duchess Walk, Southwark, London, SE1","£1,250,000",Apartment,2.0,2.0,981 sq ft
"Derbyshire Street, London, E2","£1,250,000",Terraced,3.0,2.0,"1,492 sq ft"
"South Park Road, London, SW19","£1,250,000",Semi-Detached,4.0,2.0,Ask agent
"Falkland Road, London, N8","£1,250,000",House,4.0,3.0,"1,813 sq ft"
"Kennedy Building, 1 Lanchester Way, London, SW11","£1,250,000",Flat,3.0,2.0,"1,041 sq ft"
"Kennedy Building, Lexington Gardens, Nine Elms, SW11","£1,250,000",Apartment,3.0,2.0,Ask agent
"Tizzard Grove, Weigall Road, SE3","£1,250,000",Terraced,5.0,5.0,Ask agent
"Longstone Road, Furzedown, London, SW17","£1,250,000",Terraced,4.0,2.0,"1,787 sq ft"
"St George Wharf, Nine Elms, London, SW8","£1,250,000",Flat,2.0,2.0,"1,075 sq ft"
"Algernon Road, Ladywell, SE13","£1,250,000",Terraced,5.0,3.0,Ask agent
"Kings Road Park, Kings Road, London, Greater London, SW6","£1,250,000",Apartment,2.0,2.0,738 sq ft
"Eastfields Avenue, London, SW18","£1,250,000",Flat,3.0,2.0,"1,414 sq ft"
"South Audley Street, Mayfair, London, W1K","£1,250,000",Flat,1.0,1.0,716 sq ft
"Wymondham Court, St John's Wood Park, London, NW8","£1,250,000",Apartment,3.0,2.0,"1,215 sq ft"
"Queen Annes Grove, Enfield","£1,250,000",Detached,4.0,2.0,Ask agent
"Ashburn Gardens, South Kensington, London, SW7","£1,250,000",Flat,2.0,2.0,695 sq ft
"Hardwicke Road, London, W4","£1,250,000",Detached,4.0,4.0,"2,085 sq ft"
"Gloucester Place, London","£1,250,000",Apartment,3.0,2.0,Ask agent
"Viaduct Gardens, Legacy Building, SW11","£1,250,000",Apartment,2.0,2.0,Ask agent
"Upper Ground, Waterloo","£1,250,000",Flat,2.0,2.0,Ask agent
"Lensbury Avenue, Fulham, SW6","£1,250,000",Apartment,3.0,2.0,Ask agent
"Dudden Hill Lane, Neasden","£1,250,000",Link Detached House,4.0,4.0,"1,909 sq ft"
"Gellatly Road, Telegraph Hill, SE14","£1,250,000",Semi-Detached,4.0,4.0,"1,587 sq ft"
"Harbour Avenue,
London,
SW10","£1,250,000",Apartment,1.0,1.0,815 sq ft
"Greenoak Close, St Margarets Avenue, Whetstone, London, N20","£1,250,000",End of Terrace,4.0,3.0,"1,830 sq ft"
"Queens Wharf, 2 Crisp Road, W6","£1,250,000",Apartment,2.0,2.0,984 sq ft
"Kidbrooke Park Road, London","£1,250,000",Detached,4.0,2.0,Ask agent
"The Village, Battersea, SW11","£1,250,000",Flat,2.0,2.0,"2,055 sq ft"
"Cleveland Square, London, W2","£1,250,000",Flat,2.0,2.0,"1,343 sq ft"
"Legacy Building, Embassy Gardens, Nine Elms, SW11","£1,250,000",Flat,2.0,2.0,Ask agent
"City Road, London, EC1V","£1,250,000",Apartment,3.0,2.0,"1,219 sq ft"
"Olivers Wharf, Wapping High Street, E1W 2PJ","£1,250,000",Apartment,2.0,2.0,Ask agent
"Sussex Gardens, Bayswater, W2","£1,250,000",Apartment,2.0,2.0,988 sq ft
"Cassia House, Piazza Walk, London, E1","£1,250,000",Flat,2.0,2.0,"1,041 sq ft"
"Warbeck Road, Shepherd's Bush, London, W12","£1,250,000",Terraced,4.0,2.0,"1,541 sq ft"
"Tindal Street, SW9","£1,250,000",End of Terrace,7.0,5.0,"2,482 sq ft"
"Westminster Palace Gardens, 
Artillery Row, SW1P","£1,250,000",Flat,2.0,2.0,Ask agent
"Countess House, Chelsea Creek, Fulham, SW6","£1,250,000",Flat,2.0,2.0,990 sq ft
"Breer Street, London","£1,250,000",Detached,4.0,3.0,"1,494 sq ft"
"Plimsoll Building, Handyside Street, London, N1C","£1,250,000",Flat,2.0,2.0,873 sq ft
"Hammers Lane, Mill Hill, London","£1,250,000",Detached,3.0,2.0,"2,166 sq ft"
"Worple Road, London","£1,250,000",Semi-Detached,3.0,3.0,"1,055 sq ft"
"Salmon Street, London","£1,250,000",,5.0,5.0,Ask agent
"Manor Fields, London, SW15","£1,250,000",Detached,4.0,2.0,"1,681 sq ft"
"Finchley Lane, NW4","£1,250,000",Detached,8.0,5.0,"3,261 sq ft"
"Gloucester Terrace, London, W2","£1,250,000",Apartment,2.0,2.0,925 sq ft
"Juniper Gardens, Oval Village, London","£1,250,000",Apartment,3.0,2.0,"1,035 sq ft"
"Hazlebury Road, London, SW6","£1,250,000",Terraced,4.0,2.0,"1,569 sq ft"
"Narford Road, London, E5","£1,250,000",Terraced,4.0,1.0,"1,650 sq ft"
"Tanza Road, London, NW3","£1,250,000",Flat,2.0,1.0,Ask agent
"Woodbourne Avenue, London, SW16","£1,250,000",Semi-Detached,6.0,3.0,Ask agent
"Manor Apartments, St Johns Wood, NW8","£1,250,000",Flat,3.0,3.0,"1,148 sq ft"
"Victoria Drive, London, SW19","£1,250,000",Apartment,4.0,2.0,"2,309 sq ft"
"De Morgan Road, London","£1,250,000",Terraced,3.0,2.0,"1,205 sq ft"
"One Riverlight Quay, Nine Elms, London","£1,250,000",Apartment,2.0,2.0,871 sq ft
"House 5 Charles Mews, Alexandra Palace, N22","£1,250,000",Terraced,3.0,2.0,"1,262 sq ft"
"Three Colt Street, London, E14","£1,250,000",Terraced,4.0,4.0,Ask agent
"Sussex Gardens, London, Greater London, W2 2RL","£1,250,000",Apartment,2.0,2.0,952 sq ft
"CHEVALIER HOUSE, BROMPTON ROAD, London, SW3","£1,250,000",Flat,1.0,1.0,786 sq ft
"Legacy Building, Embassy Gardens,Nine Elms, SW11","£1,250,000",Flat,2.0,2.0,Ask agent
"Clanricarde Gardens, Notting Hill","£1,250,000",Flat,2.0,2.0,Ask agent
"Willifield Way, Hampstead Garden Suburb","£1,250,000",Semi-Detached,3.0,1.0,Ask agent
"Disbrowe Road, Fulham","£1,250,000",Terraced,4.0,2.0,Ask agent
Victoria Street Westminster SW1H,"£1,250,000",Apartment,1.0,1.0,Ask agent
"Hans Place, London, SW1X","£1,250,000",Apartment,1.0,1.0,715 sq ft
"Dorset House, Gloucester Place, London, NW1","£1,250,000",Apartment,3.0,2.0,936 sq ft
"Hugo Road, Tufnell Park","£1,250,000",Maisonette,3.0,2.0,Ask agent
"Triton Building, 20 Brock Street, London, NW1","£1,250,000",Flat,2.0,2.0,879 sq ft
"Biscayne Avenue, London, E14","£1,250,000",Apartment,2.0,2.0,"1,575 sq ft"
"Gilbert Street, Mayfair, London, W1K","£1,250,000",Apartment,2.0,1.0,641 sq ft
"Upper Richmond Road West, East Sheen, SW14","£1,250,000",Terraced,5.0,2.0,Ask agent
"Abingdon Court, Allen Street, London, W8","£1,250,000",Flat,2.0,1.0,758 sq ft
"Lower Sloane Street, Sloane Square, London, SW1W","£1,250,000",Flat,2.0,1.0,937 sq ft
"Leman Street, Aldgate, London, E1","£1,250,000",Flat,3.0,3.0,"1,228 sq ft"
Baltimore Wharf E14,"£1,250,000",Apartment,2.0,2.0,"1,362 sq ft"
"Belvedere Grove, London, SW19","£1,250,000",Apartment,4.0,2.0,Ask agent
"Greville Road, London, NW6","£1,250,000",Apartment,3.0,3.0,"1,432 sq ft"
"Beaufort Street, Chelsea, London, SW3","£1,250,000",Apartment,2.0,1.0,"1,008 sq ft"
"Dryden Road, Enfield","£1,250,000",House,5.0,2.0,"2,306 sq ft"
"Moreton Street, 
Pimlico, SW1V","£1,250,000",Flat,3.0,2.0,"1,170 sq ft"
"Gomer Gardens, Teddington","£1,250,000",Semi-Detached,4.0,2.0,"1,476 sq ft"
"Juniper Gardens, Oval Village, London, SE11","£1,250,000",Flat,3.0,2.0,946 sq ft
